trip_id,region,requested_at,distance_km,demand_index,surge_multiplier,predicted_eta_minutes,actual_eta_minutes,base_fare_usd,final_fare_usd,driver_available,converted
9439,South,2026-06-02T17:23:00,3.2,2.75,2.05,8.5,10.2,8.82,18.07,1,0
9440,East,2026-07-04T08:08:00,3.32,2.12,1.67,9.0,11.0,8.98,14.99,1,1
9441,West,2026-06-07T09:08:00,8.71,2.18,1.71,23.7,22.0,16.26,27.8,1,1
9442,West,2026-07-22T07:26:00,7.9,3.01,2.21,18.0,21.6,15.17,33.52,0,0
9443,North,2026-07-17T17:37:00,6.37,2.28,1.77,20.7,20.4,13.09,23.18,1,1
9444,North,2026-06-16T08:53:00,12.5,1.87,1.52,30.0,33.8,21.37,32.48,0,0
9445,Downtown,2026-06-26T18:59:00,1.26,2.66,2.0,3.8,7.8,6.2,12.4,1,1
9446,East,2026-06-25T09:53:00,6.81,2.5,1.9,16.0,18.4,13.7,26.02,1,1
9447,Downtown,2026-06-14T19:58:00,8.16,1.79,1.47,19.4,19.2,15.52,22.81,1,1
9448,West,2026-06-13T01:55:00,6.75,1.37,1.22,15.4,16.9,13.61,16.61,1,1
9449,North,2026-06-25T18:46:00,5.61,1.69,1.41,15.4,14.4,12.07,17.03,0,0
9450,East,2026-06-18T08:34:00,8.93,3.03,2.22,24.6,29.0,16.55,36.74,1,1
9451,Downtown,2026-06-09T19:46:00,6.1,2.28,1.77,19.7,25.3,12.73,22.54,1,1
9452,South,2026-07-26T22:43:00,7.39,1.19,1.11,23.1,24.8,14.48,16.07,1,1
9453,Downtown,2026-06-20T18:39:00,8.21,2.1,1.66,23.0,23.4,15.58,25.87,1,1
9454,South,2026-07-21T07:31:00,7.04,1.97,1.58,14.7,15.4,14.0,22.12,1,1
9455,North,2026-06-06T02:31:00,3.61,1.38,1.23,9.8,10.1,9.37,11.53,1,1
9456,North,2026-06-15T21:25:00,3.06,1.14,1.09,9.4,10.8,8.64,9.41,1,1
9457,North,2026-06-22T09:51:00,11.48,2.2,1.72,31.3,27.7,20.0,34.4,1,1
9458,West,2026-07-22T09:15:00,9.59,1.99,1.6,21.5,25.1,17.44,27.9,1,1
9459,North,2026-07-08T07:30:00,9.91,3.19,2.31,29.8,32.3,17.88,41.3,1,1
9460,North,2026-07-13T22:28:00,7.08,0.78,1.0,16.3,16.0,14.05,14.05,1,1
9461,Downtown,2026-06-02T15:56:00,5.84,1.46,1.28,16.4,16.8,12.38,15.85,1,1
9462,North,2026-07-16T02:02:00,7.75,1.59,1.35,18.2,18.6,14.96,20.2,1,1
9463,East,2026-06-05T09:37:00,6.24,2.99,2.19,17.6,18.9,12.92,28.29,1,1
9464,North,2026-06-02T18:19:00,6.35,1.89,1.53,17.0,17.7,13.08,20.01,1,1
9465,Downtown,2026-06-15T19:53:00,10.82,3.03,2.22,30.6,32.9,19.11,42.43,0,0
9466,South,2026-07-07T01:18:00,7.31,1.15,1.09,20.6,21.6,14.37,15.67,1,1
9467,West,2026-06-21T17:40:00,6.9,3.17,2.3,20.5,23.6,13.81,31.77,0,0
9468,Downtown,2026-06-15T17:42:00,8.61,1.82,1.49,17.9,21.3,16.12,24.02,1,1
9469,West,2026-07-06T19:10:00,6.37,1.76,1.46,15.1,11.6,13.09,19.12,0,0
9470,South,2026-06-21T19:38:00,8.1,2.41,1.85,22.2,23.7,15.43,28.55,0,0
9471,Downtown,2026-07-05T12:31:00,5.94,0.96,1.0,16.8,19.0,12.52,12.52,1,0
9472,North,2026-06-11T09:42:00,0.8,3.03,2.22,2.4,5.7,5.58,12.39,1,1
9473,West,2026-07-01T22:07:00,11.13,1.41,1.24,29.8,30.3,19.53,24.22,1,1
9474,East,2026-07-10T08:12:00,11.95,2.39,1.83,31.2,33.2,20.64,37.76,1,1
9475,South,2026-06-01T20:58:00,3.49,1.07,1.04,9.9,10.0,9.21,9.58,1,1
9476,West,2026-07-08T18:27:00,8.47,2.12,1.67,23.8,26.1,15.94,26.61,1,1
9477,South,2026-06-02T18:09:00,12.07,1.45,1.27,32.5,32.7,20.79,26.4,1,1
9478,Downtown,2026-07-29T18:44:00,1.92,2.88,2.13,4.9,9.4,7.1,15.12,0,0
9479,South,2026-07-21T18:44:00,8.2,2.97,2.18,28.2,32.7,15.57,33.95,0,0
9480,Downtown,2026-07-13T18:34:00,3.9,2.37,1.82,8.9,10.4,9.76,17.77,1,1
9481,East,2026-06-07T02:04:00,7.44,1.39,1.23,22.0,19.7,14.55,17.89,0,0
9482,Downtown,2026-06-26T08:41:00,9.03,3.11,2.26,20.4,26.6,16.69,37.71,1,1
9483,Downtown,2026-07-15T18:32:00,4.66,2.44,1.87,10.7,10.1,10.79,20.18,1,1
9484,South,2026-06-17T01:19:00,0.99,0.92,1.0,2.3,7.4,5.83,5.83,1,0
9485,West,2026-07-27T18:39:00,9.71,1.49,1.29,24.3,23.0,17.61,22.72,1,1
9486,West,2026-07-22T17:16:00,13.47,2.35,1.81,29.5,30.7,22.69,41.06,1,1
9487,North,2026-06-02T20:52:00,8.44,1.42,1.25,21.7,24.1,15.89,19.86,1,1
9488,North,2026-06-28T18:50:00,1.9,2.13,1.68,4.5,6.2,7.07,11.87,0,0
9489,North,2026-07-13T07:50:00,1.38,1.68,1.41,3.0,3.1,6.36,8.97,1,1
9490,South,2026-06-01T17:18:00,5.93,3.14,2.28,13.0,16.3,12.5,28.51,1,1
9491,Downtown,2026-07-16T07:53:00,4.18,1.92,1.55,13.3,13.9,10.14,15.72,1,1
9492,West,2026-07-08T12:08:00,9.11,1.35,1.21,24.1,26.2,16.8,20.33,1,1
9493,North,2026-06-27T17:21:00,5.01,2.29,1.78,12.4,14.5,11.26,20.04,1,1
9494,South,2026-07-13T23:08:00,9.78,1.52,1.31,25.7,22.5,17.7,23.18,1,1
9495,East,2026-07-24T13:21:00,8.71,1.52,1.31,18.7,17.6,16.26,21.3,0,0
9496,East,2026-07-14T19:52:00,7.58,2.19,1.71,22.8,23.3,14.74,25.2,1,1
9497,South,2026-07-17T07:47:00,5.38,2.73,2.04,13.5,15.3,11.77,24.0,1,1
9498,West,2026-06-09T17:31:00,3.88,2.86,2.12,11.6,12.9,9.73,20.63,1,1
9499,East,2026-06-07T08:42:00,2.91,2.56,1.94,8.9,12.3,8.43,16.35,1,1
9500,South,2026-07-01T08:19:00,4.85,2.01,1.6,11.2,15.0,11.05,17.68,1,1
9501,East,2026-07-04T19:33:00,10.43,2.84,2.11,23.4,26.2,18.59,39.21,1,1
9502,East,2026-07-12T10:53:00,10.77,0.72,1.0,31.7,29.1,19.04,19.04,1,1
9503,Downtown,2026-07-24T17:24:00,7.93,1.45,1.27,19.5,23.3,15.21,19.31,1,0
9504,West,2026-07-21T08:22:00,7.73,1.64,1.38,19.2,22.0,14.94,20.61,1,1
9505,South,2026-07-22T15:34:00,8.13,0.62,1.0,21.0,19.0,15.48,15.48,1,1
9506,North,2026-07-27T17:25:00,9.76,2.6,1.96,24.2,26.0,17.67,34.63,1,0
9507,Downtown,2026-07-07T07:20:00,3.81,2.09,1.65,11.0,14.8,9.64,15.91,1,1
9508,East,2026-06-21T16:33:00,5.4,1.25,1.15,13.4,14.6,11.78,13.55,1,1
9509,West,2026-06-09T18:53:00,5.5,1.89,1.53,11.0,12.8,11.92,18.24,1,1
9510,West,2026-06-04T17:44:00,8.25,3.18,2.31,21.5,26.0,15.64,36.14,1,1
9511,East,2026-07-29T09:01:00,7.31,2.22,1.73,21.2,19.1,14.36,24.85,1,0
9512,South,2026-07-11T18:18:00,6.86,2.76,2.06,19.5,22.7,13.76,28.35,1,1
9513,Downtown,2026-07-21T23:02:00,10.67,1.27,1.16,28.1,25.0,18.91,21.93,1,1
9514,North,2026-07-13T19:18:00,12.62,1.6,1.36,36.6,32.4,21.53,29.28,0,0
9515,Downtown,2026-07-30T17:54:00,4.75,2.46,1.87,12.6,16.1,10.91,20.39,0,0
9516,North,2026-07-22T09:10:00,6.55,1.81,1.49,14.2,13.3,13.34,19.88,1,1
9517,South,2026-06-16T18:21:00,16.55,3.09,2.25,42.7,44.4,26.85,60.4,1,0
9518,North,2026-07-06T13:36:00,13.63,0.89,1.0,27.2,29.9,22.9,22.9,1,1
9519,Downtown,2026-06-12T19:32:00,5.5,3.11,2.27,14.0,20.1,11.92,27.07,1,1
9520,West,2026-06-07T09:06:00,10.01,3.07,2.24,25.1,26.9,18.01,40.34,1,0
9521,Downtown,2026-07-10T09:33:00,3.87,2.58,1.95,9.1,12.9,9.72,18.96,1,1
9522,South,2026-06-25T19:12:00,5.68,1.43,1.26,12.4,10.7,12.17,15.34,1,1
9523,North,2026-07-24T17:51:00,7.66,2.47,1.88,19.2,26.8,14.84,27.89,1,1
9524,South,2026-07-03T18:19:00,2.85,2.38,1.83,8.2,13.0,8.35,15.29,1,0
9525,South,2026-06-09T09:49:00,4.78,1.98,1.59,12.8,13.7,10.95,17.41,1,1
9526,South,2026-06-26T18:20:00,0.8,2.34,1.8,2.0,3.6,5.58,10.04,1,1
9527,East,2026-07-10T12:28:00,4.42,0.76,1.0,11.0,10.2,10.47,10.47,1,1
9528,Downtown,2026-06-15T19:18:00,11.28,2.59,1.95,33.0,34.0,19.73,38.48,0,0
9529,West,2026-07-19T19:46:00,2.53,2.87,2.12,6.1,9.5,7.91,16.78,1,0
9530,North,2026-06-30T16:16:00,7.12,1.02,1.01,18.7,13.1,14.12,14.26,1,1
9531,East,2026-07-04T09:23:00,5.0,2.17,1.7,14.3,16.5,11.25,19.13,1,1
9532,Downtown,2026-07-21T08:58:00,10.08,2.17,1.7,33.7,36.7,18.11,30.79,1,0
9533,East,2026-07-18T19:31:00,7.87,2.74,2.05,21.6,21.2,15.12,31.0,1,1
9534,East,2026-07-12T22:33:00,10.87,0.7,1.0,25.5,26.4,19.18,19.18,1,0
9535,West,2026-06-26T07:45:00,2.9,2.67,2.0,9.0,12.9,8.41,16.82,1,1
9536,South,2026-06-01T04:53:00,10.46,0.89,1.0,27.9,29.3,18.62,18.62,1,1
9537,North,2026-07-19T08:21:00,6.5,2.62,1.97,15.3,16.7,13.28,26.16,1,1
9538,North,2026-06-28T17:19:00,2.45,1.96,1.58,5.6,7.9,7.8,12.33,1,1
9539,West,2026-06-07T18:52:00,8.64,2.15,1.69,26.7,27.3,16.16,27.32,1,1
9540,Downtown,2026-07-23T09:40:00,9.15,2.98,2.19,29.1,29.5,16.85,36.9,1,1
9541,East,2026-06-27T17:17:00,3.59,1.57,1.34,8.7,10.8,9.35,12.52,1,1
9542,South,2026-06-20T19:13:00,4.96,1.98,1.59,12.4,9.0,11.2,17.81,0,0
9543,South,2026-06-17T06:35:00,8.84,0.72,1.0,25.3,26.3,16.44,16.44,1,1
9544,South,2026-07-01T19:26:00,8.72,1.47,1.28,21.1,25.0,16.27,20.83,0,0
9545,Downtown,2026-06-16T17:39:00,2.5,2.8,2.08,7.2,13.2,7.87,16.37,1,1
9546,North,2026-07-18T22:04:00,0.96,1.58,1.35,2.6,6.6,5.8,7.83,0,0
9547,West,2026-06-22T18:58:00,8.9,2.19,1.71,25.6,27.5,16.52,28.24,0,0
9548,North,2026-06-01T01:13:00,0.87,0.78,1.0,2.4,7.4,5.68,5.68,1,1
9549,West,2026-07-29T14:02:00,7.07,1.37,1.22,17.2,17.8,14.04,17.13,1,1
9550,East,2026-07-14T17:25:00,1.72,2.04,1.62,4.8,8.4,6.82,11.06,1,1
9551,North,2026-07-14T08:13:00,10.54,2.76,2.06,25.7,27.5,18.73,38.59,1,1
9552,North,2026-07-19T19:16:00,7.09,2.17,1.7,20.3,20.6,14.07,23.91,0,0
9553,Downtown,2026-06-30T09:24:00,5.6,2.72,2.03,14.8,15.4,12.06,24.47,1,0
9554,South,2026-07-27T17:26:00,0.8,3.2,2.32,2.2,6.9,5.58,12.95,1,1
9555,South,2026-06-12T17:37:00,6.24,2.5,1.9,16.5,22.3,12.93,24.57,0,0
9556,Downtown,2026-06-09T06:50:00,12.02,1.25,1.15,26.6,27.0,20.73,23.83,1,1
9557,West,2026-06-25T00:47:00,10.27,1.23,1.14,25.5,27.2,18.36,20.93,1,1
9558,South,2026-06-18T08:03:00,10.16,2.79,2.07,24.6,25.8,18.22,37.71,1,1
9559,South,2026-07-28T17:19:00,8.5,2.15,1.69,23.6,28.0,15.98,27.0,1,1
9560,Downtown,2026-07-13T16:57:00,13.33,1.29,1.17,39.5,38.4,22.5,26.33,1,1
9561,West,2026-07-17T18:25:00,4.46,2.67,2.0,14.1,16.2,10.53,21.05,1,0
9562,West,2026-07-26T00:51:00,10.53,1.1,1.06,26.8,27.0,18.71,19.84,0,0
9563,Downtown,2026-07-08T18:01:00,4.48,3.06,2.23,11.6,14.8,10.54,23.51,0,0
9564,Downtown,2026-06-11T08:13:00,6.72,1.43,1.26,18.3,21.2,13.57,17.1,1,1
9565,West,2026-07-08T17:33:00,8.02,1.45,1.27,18.1,22.0,15.33,19.46,1,1
9566,West,2026-07-11T19:17:00,8.34,2.66,2.0,23.1,27.0,15.75,31.51,1,1
9567,East,2026-07-04T08:18:00,9.01,3.08,2.25,23.1,28.8,16.66,37.48,1,1
9568,West,2026-07-09T17:54:00,6.6,1.85,1.51,15.7,17.9,13.41,20.24,1,1
9569,South,2026-06-22T18:20:00,9.25,2.71,2.03,22.4,26.5,16.99,34.49,1,1
9570,Downtown,2026-07-17T03:52:00,5.36,1.09,1.05,11.5,11.7,11.74,12.33,1,1
9571,South,2026-07-16T17:19:00,2.94,3.15,2.29,9.6,9.6,8.47,19.4,0,0
9572,West,2026-06-30T12:44:00,10.39,0.91,1.0,34.3,32.7,18.53,18.53,1,1
9573,North,2026-06-23T19:43:00,6.87,2.91,2.14,17.0,19.7,13.78,29.48,1,0
9574,East,2026-06-06T16:46:00,6.05,1.09,1.06,16.9,14.5,12.67,13.43,1,1
9575,West,2026-06-24T01:35:00,0.8,0.92,1.0,2,4.3,5.58,5.58,1,1
9576,North,2026-07-22T08:01:00,6.51,2.16,1.7,17.5,23.3,13.29,22.59,0,0
9577,North,2026-06-14T17:16:00,8.3,1.76,1.45,25.1,24.1,15.71,22.77,1,1
9578,East,2026-07-02T23:58:00,9.73,0.82,1.0,25.6,24.8,17.64,17.64,0,0
9579,South,2026-07-29T05:51:00,11.57,0.82,1.0,32.3,34.0,20.12,20.12,0,0
9580,East,2026-07-06T12:00:00,6.19,1.45,1.27,16.9,18.7,12.85,16.33,1,1
9581,North,2026-06-13T07:42:00,4.14,1.9,1.54,9.6,12.0,10.09,15.54,0,0
9582,South,2026-07-09T10:33:00,6.43,0.67,1.0,17.7,17.8,13.18,13.18,1,1
9583,West,2026-07-04T00:56:00,0.8,1.52,1.31,2.2,5.0,5.58,7.31,1,1
9584,Downtown,2026-06-02T10:31:00,2.89,1.11,1.06,8.1,10.2,8.4,8.91,1,1
9585,North,2026-07-09T18:16:00,10.41,2.25,1.75,28.9,30.3,18.55,32.47,1,1
9586,West,2026-06-12T08:51:00,5.36,2.15,1.69,10.4,11.3,11.74,19.84,1,1
9587,South,2026-06-06T03:08:00,11.17,1.6,1.36,26.6,25.4,19.58,26.63,1,1
9588,South,2026-06-16T18:58:00,4.48,1.6,1.36,7.8,9.6,10.55,14.35,1,1
9589,West,2026-06-02T15:55:00,6.23,0.71,1.0,17.5,17.1,12.91,12.91,1,1
9590,South,2026-06-03T01:19:00,6.22,1.33,1.2,15.9,17.1,12.9,15.48,1,1
9591,North,2026-07-13T23:51:00,6.95,1.44,1.27,17.8,19.8,13.89,17.64,1,1
9592,North,2026-06-26T09:15:00,11.19,2.55,1.93,26.0,24.2,19.61,37.85,1,1
9593,West,2026-07-19T15:00:00,2.19,0.8,1.0,4.9,2,7.45,7.45,1,1
9594,North,2026-06-07T17:30:00,0.8,3.15,2.29,2,6.8,5.58,12.78,1,1
9595,East,2026-07-04T07:02:00,8.06,1.49,1.29,24.1,24.9,15.38,19.84,1,1
9596,Downtown,2026-07-04T09:54:00,9.82,3.02,2.21,27.2,33.3,17.75,39.23,1,0
9597,East,2026-06-13T21:15:00,10.73,1.21,1.13,24.6,24.5,18.99,21.46,1,1
9598,West,2026-06-07T09:03:00,2.8,1.86,1.52,6.6,10.3,8.28,12.58,1,1
9599,West,2026-07-30T20:27:00,7.44,1.46,1.27,20.3,22.0,14.55,18.47,1,1
9600,Downtown,2026-06-15T14:07:00,10.66,1.34,1.21,24.6,22.6,18.89,22.86,1,1
9601,Downtown,2026-07-24T21:54:00,9.52,1.35,1.21,24.1,22.9,17.35,20.99,1,1
9602,West,2026-06-06T19:45:00,6.19,2.89,2.13,15.9,13.0,12.85,27.38,0,0
9603,Downtown,2026-06-24T09:14:00,9.42,2.99,2.19,21.8,20.7,17.22,37.7,1,1
9604,East,2026-07-17T05:36:00,12.41,1.45,1.27,32.4,33.2,21.26,26.99,1,1
9605,West,2026-07-15T02:36:00,8.61,0.83,1.0,23.3,21.3,16.12,16.12,1,1
9606,West,2026-07-29T22:43:00,8.97,0.62,1.0,24.3,25.6,16.61,16.61,1,1
9607,Downtown,2026-06-17T17:44:00,4.89,1.53,1.32,17.3,15.2,11.1,14.66,1,1
9608,East,2026-07-23T18:27:00,3.48,2.98,2.19,9.2,10.5,9.19,20.13,1,0
9609,East,2026-07-11T18:04:00,4.1,2.98,2.19,12.2,13.1,10.04,21.98,1,1
9610,North,2026-07-06T19:48:00,3.28,2.06,1.64,8.6,7.6,8.93,14.65,1,1
9611,South,2026-07-28T12:44:00,3.44,1.0,1.0,8.5,7.1,9.14,9.14,1,1
9612,West,2026-06-20T12:07:00,4.68,1.24,1.14,13.9,16.2,10.82,12.33,1,1
9613,West,2026-07-22T15:56:00,3.78,1.04,1.02,9.2,10.5,9.61,9.8,1,1
9614,East,2026-07-02T19:29:00,7.0,2.45,1.87,21.5,24.1,13.95,26.08,1,1
9615,South,2026-06-01T08:58:00,11.34,2.81,2.08,28.5,28.7,19.81,41.21,1,1
9616,Downtown,2026-06-24T17:40:00,9.56,1.98,1.59,23.5,25.2,17.4,27.67,1,1
9617,Downtown,2026-07-15T23:34:00,9.25,0.86,1.0,27.5,26.9,16.99,16.99,0,0
9618,West,2026-06-17T17:05:00,9.77,2.87,2.12,26.1,32.0,17.69,37.51,0,0
9619,West,2026-07-10T14:25:00,11.52,0.83,1.0,26.0,27.1,20.06,20.06,1,1
9620,Downtown,2026-07-24T15:28:00,4.59,0.78,1.0,12.2,14.2,10.7,10.7,1,1
9621,South,2026-06-22T08:07:00,7.81,1.93,1.56,20.6,19.3,15.05,23.47,1,1
9622,South,2026-06-14T07:58:00,10.69,1.59,1.35,29.7,31.8,18.94,25.56,1,1
9623,North,2026-07-22T18:01:00,3.33,2.28,1.77,7.6,9.9,9.0,15.92,1,1
9624,South,2026-06-07T18:44:00,9.42,2.19,1.71,21.9,23.6,17.22,29.45,1,1
9625,South,2026-06-21T10:23:00,2.98,1.23,1.14,9.0,6.9,8.53,9.72,1,1
9626,East,2026-07-01T17:27:00,2.68,3.05,2.23,7.6,12.9,8.12,18.11,1,1
9627,South,2026-07-05T08:12:00,10.41,2.9,2.14,32.3,36.5,18.56,39.72,0,0
9628,West,2026-06-06T18:34:00,10.15,1.54,1.33,26.4,24.3,18.2,24.2,1,1
9629,East,2026-07-20T13:54:00,7.13,0.75,1.0,16.4,17.7,14.12,14.12,1,1
9630,North,2026-06-01T09:53:00,5.31,2.1,1.66,13.5,14.5,11.67,19.38,1,1
9631,West,2026-07-17T09:57:00,7.54,2.92,2.15,18.4,19.0,14.68,31.56,1,1
9632,North,2026-07-10T19:11:00,5.75,2.3,1.78,15.6,18.2,12.26,21.82,0,0
9633,North,2026-07-11T05:18:00,11.1,0.93,1.0,29.9,32.1,19.49,19.49,1,1
9634,North,2026-07-14T09:16:00,5.46,2.65,1.99,14.7,13.1,11.87,23.63,1,1
9635,Downtown,2026-06-18T23:18:00,8.76,1.02,1.01,23.0,23.5,16.32,16.49,0,0
9636,South,2026-07-23T12:07:00,6.23,1.19,1.11,19.5,20.9,12.92,14.34,1,1
9637,North,2026-06-24T06:40:00,11.36,0.9,1.0,31.4,27.7,19.83,19.83,1,1
9638,Downtown,2026-06-06T09:33:00,3.36,2.37,1.82,9.0,10.6,9.03,16.44,0,0
9639,South,2026-07-12T17:33:00,8.18,1.49,1.29,20.3,18.8,15.54,20.05,0,0
9640,South,2026-07-09T18:21:00,0.8,2.3,1.78,2.0,4.6,5.58,9.93,0,0
9641,Downtown,2026-06-05T17:54:00,5.63,2.14,1.68,10.9,10.5,12.11,20.34,1,1
9642,East,2026-06-06T07:36:00,7.47,3.15,2.29,16.9,15.2,14.59,33.4,1,1
9643,Downtown,2026-07-19T19:35:00,6.31,2.53,1.92,17.7,20.6,13.01,24.99,0,0
9644,North,2026-06-08T17:29:00,1.48,2.57,1.94,4.1,4.9,6.5,12.61,1,1
9645,Downtown,2026-07-04T18:34:00,8.76,2.13,1.68,24.6,24.7,16.32,27.42,1,1
9646,East,2026-07-10T09:36:00,3.54,2.33,1.8,11.3,12.7,9.27,16.69,1,1
9647,Downtown,2026-07-05T03:50:00,2.11,1.31,1.18,5.6,7.1,7.35,8.67,1,1
9648,South,2026-07-30T08:38:00,6.96,1.95,1.57,20.1,18.9,13.9,21.82,1,0
9649,North,2026-07-10T18:18:00,7.68,3.1,2.26,19.0,23.9,14.86,33.59,1,0
9650,Downtown,2026-07-14T08:48:00,7.3,2.17,1.7,22.8,18.8,14.35,24.4,1,1
9651,West,2026-06-10T07:50:00,11.65,3.19,2.31,31.9,38.4,20.22,46.72,1,0
9652,South,2026-07-02T17:41:00,6.25,1.76,1.46,17.7,19.4,12.94,18.9,1,1
9653,West,2026-07-19T18:20:00,8.6,2.54,1.93,21.3,21.2,16.12,31.1,1,1
9654,North,2026-06-04T18:25:00,7.12,1.78,1.47,26.6,26.0,14.11,20.74,0,0
9655,Downtown,2026-07-06T17:06:00,8.22,2.91,2.14,16.8,19.2,15.59,33.36,0,0
9656,West,2026-07-24T19:45:00,7.61,1.53,1.32,18.0,18.8,14.77,19.5,1,1
9657,South,2026-06-09T10:55:00,7.04,0.65,1.0,17.6,14.0,14.01,14.01,0,0
9658,Downtown,2026-07-05T08:29:00,5.08,2.99,2.2,13.8,19.2,11.36,24.99,1,0
9659,North,2026-07-06T07:35:00,7.58,1.9,1.54,21.3,20.4,14.74,22.7,1,1
9660,Downtown,2026-06-14T07:49:00,5.05,1.4,1.24,11.9,13.5,11.31,14.03,1,1
9661,Downtown,2026-07-30T19:06:00,4.47,2.36,1.82,11.6,15.1,10.54,19.18,1,1
9662,South,2026-07-26T07:33:00,5.91,1.67,1.4,16.5,17.5,12.48,17.47,1,1
9663,West,2026-07-23T18:00:00,8.01,3.04,2.22,18.7,22.6,15.31,33.98,1,1
9664,North,2026-06-16T17:31:00,12.93,2.06,1.64,33.7,31.4,21.95,36.01,1,1
9665,Downtown,2026-06-30T07:31:00,7.86,1.78,1.47,21.9,23.2,15.11,22.21,1,0
9666,South,2026-06-09T18:04:00,6.16,3.17,2.3,19.0,19.6,12.81,29.46,1,0
9667,East,2026-07-28T07:06:00,5.27,2.78,2.07,15.7,16.6,11.61,24.04,1,1
9668,East,2026-07-24T18:01:00,8.07,2.44,1.86,25.2,27.3,15.4,28.64,1,1
9669,Downtown,2026-06-05T08:03:00,9.81,2.98,2.19,24.0,27.8,17.74,38.85,1,1
9670,East,2026-06-01T23:16:00,11.14,1.38,1.23,34.1,34.6,19.54,24.04,1,1
9671,South,2026-07-04T17:15:00,11.1,2.47,1.88,28.6,28.3,19.49,36.64,1,1
9672,West,2026-07-06T08:29:00,9.08,1.5,1.3,29.9,33.1,16.76,21.78,1,1
9673,East,2026-06-13T07:44:00,12.82,2.36,1.82,36.1,38.0,21.81,39.7,1,1
9674,North,2026-06-11T14:25:00,11.83,0.8,1.0,23.0,21.0,20.47,20.47,1,1
9675,North,2026-07-27T18:32:00,10.68,2.25,1.75,30.5,32.8,18.92,33.12,0,0
9676,West,2026-07-11T18:03:00,8.26,2.97,2.18,20.3,20.4,15.65,34.11,0,0
9677,North,2026-07-24T07:14:00,7.83,2.74,2.04,19.7,20.6,15.07,30.75,1,1
9678,North,2026-07-15T09:54:00,9.32,1.81,1.48,26.3,29.0,17.08,25.27,1,1
9679,Downtown,2026-06-27T17:41:00,1.78,2.11,1.67,4.2,5.1,6.9,11.53,0,0
9680,South,2026-07-23T13:32:00,8.17,1.18,1.11,20.9,24.9,15.53,17.24,1,1
9681,South,2026-06-28T08:49:00,5.18,2.77,2.06,13.5,15.3,11.49,23.66,1,1
9682,North,2026-06-01T13:26:00,5.76,0.96,1.0,14.7,15.6,12.27,12.27,1,1
9683,South,2026-06-04T10:09:00,0.8,1.59,1.35,2.4,2.7,5.58,7.53,1,1
9684,South,2026-07-22T17:03:00,6.67,3.01,2.21,17.8,18.9,13.5,29.84,1,1
9685,Downtown,2026-06-26T09:12:00,6.32,1.62,1.37,17.5,17.8,13.04,17.86,1,1
9686,North,2026-07-03T14:00:00,6.84,0.89,1.0,19.3,20.7,13.74,13.74,1,1
9687,South,2026-06-08T13:32:00,4.77,1.13,1.08,12.7,10.1,10.93,11.81,1,1
9688,South,2026-06-12T15:38:00,7.22,1.33,1.2,19.7,22.7,14.24,17.09,1,1
9689,South,2026-06-12T17:03:00,12.49,1.87,1.52,33.9,34.7,21.36,32.47,1,1
9690,North,2026-06-18T09:47:00,8.08,2.67,2.0,24.8,29.5,15.41,30.82,1,1
9691,North,2026-07-07T08:21:00,6.99,2.48,1.89,21.9,22.7,13.94,26.35,0,0
9692,North,2026-07-16T23:41:00,13.97,1.02,1.01,34.5,34.3,23.36,23.6,1,1
9693,North,2026-07-20T17:17:00,5.18,2.41,1.85,12.6,13.1,11.49,21.26,1,1
9694,South,2026-07-09T09:56:00,6.49,2.81,2.08,14.7,17.1,13.27,27.6,0,0
9695,West,2026-07-04T16:44:00,8.49,1.28,1.17,21.7,20.6,15.96,18.68,1,1
9696,North,2026-07-27T15:48:00,7.18,1.18,1.11,17.9,17.6,14.2,15.76,1,1
9697,East,2026-06-02T19:06:00,8.86,1.55,1.33,20.6,21.1,16.47,21.9,0,0
9698,West,2026-06-06T17:38:00,5.22,3.05,2.23,13.6,13.8,11.54,25.74,1,1
9699,South,2026-07-23T19:06:00,12.3,2.32,1.79,42.0,43.3,21.1,37.77,1,0
9700,Downtown,2026-06-11T17:28:00,9.49,3.06,2.24,22.5,26.8,17.31,38.78,1,1
9701,North,2026-07-24T08:35:00,5.48,2.93,2.16,13.7,14.1,11.9,25.71,0,0
9702,South,2026-06-07T17:34:00,6.21,1.92,1.55,14.2,11.8,12.88,19.97,0,0
9703,West,2026-07-19T00:12:00,10.65,0.81,1.0,26.9,24.2,18.88,18.88,1,1
9704,North,2026-07-22T08:39:00,7.75,2.6,1.96,18.7,21.8,14.96,29.33,0,0
9705,North,2026-06-14T23:31:00,9.49,1.12,1.07,24.1,23.2,17.31,18.52,1,1
9706,Downtown,2026-07-05T17:24:00,7.52,1.68,1.41,20.6,22.1,14.65,20.66,1,1
9707,Downtown,2026-06-15T01:28:00,8.6,0.74,1.0,20.0,19.6,16.11,16.11,1,1
9708,Downtown,2026-06-22T07:26:00,5.8,2.82,2.09,15.0,15.8,12.33,25.78,1,0
9709,South,2026-06-20T08:18:00,9.22,3.05,2.23,28.4,32.8,16.95,37.81,1,0
9710,West,2026-06-28T19:39:00,10.09,2.66,2.0,28.6,29.3,18.12,36.25,1,1
9711,East,2026-06-13T17:39:00,7.8,2.88,2.13,16.6,21.1,15.03,32.01,1,1
9712,North,2026-07-28T18:36:00,4.95,2.85,2.11,12.8,15.1,11.18,23.6,1,1
9713,South,2026-07-20T00:44:00,3.31,0.97,1.0,8.5,9.3,8.97,8.97,1,1
